location,new_cases_per_million,Year,Quarter,Month,Day
Afghanistan,0,2019,Qtr 4,December,31
Afghanistan,0,2020,Qtr 1,January,1
Afghanistan,0,2020,Qtr 1,January,2
Afghanistan,0,2020,Qtr 1,January,3
Afghanistan,0,2020,Qtr 1,January,4
Afghanistan,0,2020,Qtr 1,January,5
Afghanistan,0,2020,Qtr 1,January,6
Afghanistan,0,2020,Qtr 1,January,7
Afghanistan,0,2020,Qtr 1,January,8
Afghanistan,0,2020,Qtr 1,January,9
Afghanistan,0,2020,Qtr 1,January,10
Afghanistan,0,2020,Qtr 1,January,11
Afghanistan,0,2020,Qtr 1,January,12
Afghanistan,0,2020,Qtr 1,January,13
Afghanistan,0,2020,Qtr 1,January,14
Afghanistan,0,2020,Qtr 1,January,15
Afghanistan,0,2020,Qtr 1,January,16
Afghanistan,0,2020,Qtr 1,January,17
Afghanistan,0,2020,Qtr 1,January,18
Afghanistan,0,2020,Qtr 1,January,19
Afghanistan,0,2020,Qtr 1,January,20
Afghanistan,0,2020,Qtr 1,January,21
Afghanistan,0,2020,Qtr 1,January,22
Afghanistan,0,2020,Qtr 1,January,23
Afghanistan,0,2020,Qtr 1,January,24
Afghanistan,0,2020,Qtr 1,January,25
Afghanistan,0,2020,Qtr 1,January,26
Afghanistan,0,2020,Qtr 1,January,27
Afghanistan,0,2020,Qtr 1,January,28
Afghanistan,0,2020,Qtr 1,January,29
Afghanistan,0,2020,Qtr 1,January,30
Afghanistan,0,2020,Qtr 1,January,31
Afghanistan,0,2020,Qtr 1,February,1
Afghanistan,0,2020,Qtr 1,February,2
Afghanistan,0,2020,Qtr 1,February,3
Afghanistan,0,2020,Qtr 1,February,4
Afghanistan,0,2020,Qtr 1,February,5
Afghanistan,0,2020,Qtr 1,February,6
Afghanistan,0,2020,Qtr 1,February,7
Afghanistan,0,2020,Qtr 1,February,8
Afghanistan,0,2020,Qtr 1,February,9
Afghanistan,0,2020,Qtr 1,February,10
Afghanistan,0,2020,Qtr 1,February,11
Afghanistan,0,2020,Qtr 1,February,12
Afghanistan,0,2020,Qtr 1,February,13
Afghanistan,0,2020,Qtr 1,February,14
Afghanistan,0,2020,Qtr 1,February,15
Afghanistan,0,2020,Qtr 1,February,16
Afghanistan,0,2020,Qtr 1,February,17
Afghanistan,0,2020,Qtr 1,February,18
Afghanistan,0,2020,Qtr 1,February,19
Afghanistan,0,2020,Qtr 1,February,20
Afghanistan,0,2020,Qtr 1,February,21
Afghanistan,0,2020,Qtr 1,February,22
Afghanistan,0,2020,Qtr 1,February,23
Afghanistan,0,2020,Qtr 1,February,24
Afghanistan,0.026,2020,Qtr 1,February,25
Afghanistan,0,2020,Qtr 1,February,26
Afghanistan,0,2020,Qtr 1,February,27
Afghanistan,0,2020,Qtr 1,February,28
Afghanistan,0,2020,Qtr 1,February,29
Afghanistan,0,2020,Qtr 1,March,1
Afghanistan,0,2020,Qtr 1,March,2
Afghanistan,0.077,2020,Qtr 1,March,8
Afghanistan,0.077,2020,Qtr 1,March,11
Afghanistan,0.077,2020,Qtr 1,March,15
Afghanistan,0.154,2020,Qtr 1,March,16
Afghanistan,0.128,2020,Qtr 1,March,17
Afghanistan,0.026,2020,Qtr 1,March,18
Afghanistan,0,2020,Qtr 1,March,19
Afghanistan,0,2020,Qtr 1,March,20
Afghanistan,0.051,2020,Qtr 1,March,21
Afghanistan,0,2020,Qtr 1,March,22
Afghanistan,0.257,2020,Qtr 1,March,23
Afghanistan,0.154,2020,Qtr 1,March,24
Afghanistan,0.051,2020,Qtr 1,March,25
Afghanistan,0.848,2020,Qtr 1,March,26
Afghanistan,0,2020,Qtr 1,March,27
Afghanistan,0.411,2020,Qtr 1,March,28
Afghanistan,0.385,2020,Qtr 1,March,29
Afghanistan,0.206,2020,Qtr 1,March,30
Afghanistan,0.694,2020,Qtr 1,March,31
Afghanistan,0.642,2020,Qtr 2,April,1
Afghanistan,0.668,2020,Qtr 2,April,2
Afghanistan,1.105,2020,Qtr 2,April,3
Afghanistan,0,2020,Qtr 2,April,4
Afghanistan,0.899,2020,Qtr 2,April,5
Afghanistan,0.745,2020,Qtr 2,April,6
Afghanistan,0.976,2020,Qtr 2,April,7
Afghanistan,0.771,2020,Qtr 2,April,8
Afghanistan,1.439,2020,Qtr 2,April,9
Afghanistan,1.567,2020,Qtr 2,April,10
Afghanistan,0.95,2020,Qtr 2,April,11
Afghanistan,0.873,2020,Qtr 2,April,12
Afghanistan,1.336,2020,Qtr 2,April,13
Afghanistan,1.49,2020,Qtr 2,April,14
Afghanistan,1.259,2020,Qtr 2,April,15
Afghanistan,1.798,2020,Qtr 2,April,16
Afghanistan,0.257,2020,Qtr 2,April,17
Afghanistan,1.31,2020,Qtr 2,April,18
Afghanistan,1.618,2020,Qtr 2,April,19
Afghanistan,2.261,2020,Qtr 2,April,20
Afghanistan,0.899,2020,Qtr 2,April,21
Afghanistan,1.567,2020,Qtr 2,April,22
Afghanistan,2.158,2020,Qtr 2,April,23
Afghanistan,2.697,2020,Qtr 2,April,24
Afghanistan,1.798,2020,Qtr 2,April,25
Afghanistan,2.877,2020,Qtr 2,April,26
Afghanistan,1.747,2020,Qtr 2,April,27
Afghanistan,4.418,2020,Qtr 2,April,28
Afghanistan,3.185,2020,Qtr 2,April,29
Afghanistan,3.134,2020,Qtr 2,April,30
Afghanistan,5.703,2020,Qtr 2,May,1
Afghanistan,4.213,2020,Qtr 2,May,2
Afghanistan,3.442,2020,Qtr 2,May,3
Afghanistan,6.037,2020,Qtr 2,May,4
Afghanistan,4.881,2020,Qtr 2,May,5
Afghanistan,8.477,2020,Qtr 2,May,6
Afghanistan,4.316,2020,Qtr 2,May,7
Afghanistan,4.393,2020,Qtr 2,May,8
Afghanistan,5.523,2020,Qtr 2,May,9
Afghanistan,6.55,2020,Qtr 2,May,10
Afghanistan,9.479,2020,Qtr 2,May,11
Afghanistan,7.321,2020,Qtr 2,May,12
Afghanistan,7.193,2020,Qtr 2,May,13
Afghanistan,6.653,2020,Qtr 2,May,14
Afghanistan,2.903,2020,Qtr 2,May,15
Afghanistan,27.307,2020,Qtr 2,May,16
Afghanistan,0,2020,Qtr 2,May,17
Afghanistan,6.73,2020,Qtr 2,May,18
Afghanistan,10.481,2020,Qtr 2,May,19
Afghanistan,14.925,2020,Qtr 2,May,20
Afghanistan,12.639,2020,Qtr 2,May,21
Afghanistan,13.64,2020,Qtr 2,May,22
Afghanistan,13.872,2020,Qtr 2,May,23
Afghanistan,20.088,2020,Qtr 2,May,24
Afghanistan,15.002,2020,Qtr 2,May,25
Afghanistan,15.182,2020,Qtr 2,May,26
Afghanistan,16.903,2020,Qtr 2,May,27
Afghanistan,16.055,2020,Qtr 2,May,28
Afghanistan,14.899,2020,Qtr 2,May,29
Afghanistan,16.004,2020,Qtr 2,May,30
Afghanistan,22.246,2020,Qtr 2,May,31
Afghanistan,17.468,2020,Qtr 2,June,1
Afghanistan,14,2020,Qtr 2,June,2
Afghanistan,19.497,2020,Qtr 2,June,3
Afghanistan,19.472,2020,Qtr 2,June,4
Afghanistan,20.217,2020,Qtr 2,June,5
Afghanistan,23.505,2020,Qtr 2,June,6
Afghanistan,14.951,2020,Qtr 2,June,7
Afghanistan,20.319,2020,Qtr 2,June,8
Afghanistan,14.771,2020,Qtr 2,June,9
Afghanistan,13.923,2020,Qtr 2,June,10
Afghanistan,17.571,2020,Qtr 2,June,11
Afghanistan,19.189,2020,Qtr 2,June,12
Afghanistan,16.851,2020,Qtr 2,June,13
Afghanistan,14.283,2020,Qtr 2,June,14
Afghanistan,17.057,2020,Qtr 2,June,15
Afghanistan,19.549,2020,Qtr 2,June,16
Afghanistan,20.114,2020,Qtr 2,June,17
Afghanistan,14.488,2020,Qtr 2,June,18
Afghanistan,16.903,2020,Qtr 2,June,19
Afghanistan,8.888,2020,Qtr 2,June,20
Afghanistan,14.026,2020,Qtr 2,June,21
Afghanistan,10.506,2020,Qtr 2,June,22
Afghanistan,7.963,2020,Qtr 2,June,23
Afghanistan,8.683,2020,Qtr 2,June,24
Afghanistan,6.011,2020,Qtr 2,June,25
Afghanistan,11.817,2020,Qtr 2,June,26
Afghanistan,7.09,2020,Qtr 2,June,27
Afghanistan,4.239,2020,Qtr 2,June,28
Afghanistan,9.017,2020,Qtr 2,June,29
Afghanistan,6.962,2020,Qtr 2,June,30
Afghanistan,7.167,2020,Qtr 3,July,1
Afghanistan,8.195,2020,Qtr 3,July,2
Afghanistan,4.778,2020,Qtr 3,July,3
Afghanistan,7.758,2020,Qtr 3,July,4
Afghanistan,8.94,2020,Qtr 3,July,5
Afghanistan,7.167,2020,Qtr 3,July,6
Afghanistan,11.123,2020,Qtr 3,July,7
Afghanistan,5.395,2020,Qtr 3,July,8
Afghanistan,1.516,2020,Qtr 3,July,9
Afghanistan,6.55,2020,Qtr 3,July,10
Afghanistan,11.765,2020,Qtr 3,July,11
Afghanistan,2.183,2020,Qtr 3,July,12
Afghanistan,0,2020,Qtr 3,July,13
Afghanistan,0.103,2020,Qtr 3,July,14
Afghanistan,7.321,2020,Qtr 3,July,15
Afghanistan,6.525,2020,Qtr 3,July,16
Afghanistan,1.952,2020,Qtr 3,July,17
Afghanistan,5.626,2020,Qtr 3,July,18
Afghanistan,0.308,2020,Qtr 3,July,19
Afghanistan,4.47,2020,Qtr 3,July,20
Afghanistan,3.596,2020,Qtr 3,July,21
Afghanistan,2.877,2020,Qtr 3,July,22
Afghanistan,4.829,2020,Qtr 3,July,23
Afghanistan,0.334,2020,Qtr 3,July,24
Afghanistan,2.774,2020,Qtr 3,July,25
Afghanistan,3.108,2020,Qtr 3,July,26
Afghanistan,2.723,2020,Qtr 3,July,27
Afghanistan,2.697,2020,Qtr 3,July,28
Afghanistan,2.646,2020,Qtr 3,July,29
Afghanistan,0,2020,Qtr 3,July,30
Afghanistan,1.824,2020,Qtr 3,July,31
Afghanistan,4.316,2020,Qtr 3,August,1
Afghanistan,0,2020,Qtr 3,August,2
Afghanistan,0,2020,Qtr 3,August,3
Afghanistan,0.95,2020,Qtr 3,August,4
Albania,0.695,2020,Qtr 1,March,9
Albania,1.39,2020,Qtr 1,March,10
Albania,1.39,2020,Qtr 1,March,11
Albania,0.347,2020,Qtr 1,March,12
Albania,4.17,2020,Qtr 1,March,13
Albania,3.475,2020,Qtr 1,March,14
Albania,1.737,2020,Qtr 1,March,15
Albania,1.39,2020,Qtr 1,March,16
Albania,3.127,2020,Qtr 1,March,17
Albania,1.39,2020,Qtr 1,March,18
Albania,1.39,2020,Qtr 1,March,19
Albania,3.822,2020,Qtr 1,March,20
Albania,0,2020,Qtr 1,March,21
Albania,2.085,2020,Qtr 1,March,22
Albania,4.517,2020,Qtr 1,March,23
Albania,3.822,2020,Qtr 1,March,24
Albania,7.992,2020,Qtr 1,March,25
Albania,7.992,2020,Qtr 1,March,26
Albania,9.73,2020,Qtr 1,March,27
Albania,4.17,2020,Qtr 1,March,28
Albania,3.822,2020,Qtr 1,March,29
Albania,5.212,2020,Qtr 1,March,30
Albania,3.822,2020,Qtr 1,March,31
Albania,6.95,2020,Qtr 2,April,1
Albania,5.56,2020,Qtr 2,April,2
Albania,6.255,2020,Qtr 2,April,3
Albania,9.382,2020,Qtr 2,April,4
Albania,10.077,2020,Qtr 2,April,5
Albania,9.73,2020,Qtr 2,April,6
Albania,5.56,2020,Qtr 2,April,7
Albania,2.085,2020,Qtr 2,April,8
Albania,5.907,2020,Qtr 2,April,9
Albania,3.127,2020,Qtr 2,April,10
Albania,2.432,2020,Qtr 2,April,11
Albania,5.907,2020,Qtr 2,April,12
Albania,4.517,2020,Qtr 2,April,13
Albania,7.297,2020,Qtr 2,April,14
Albania,2.78,2020,Qtr 2,April,15
Albania,6.602,2020,Qtr 2,April,16
Albania,8.34,2020,Qtr 2,April,17
Albania,7.297,2020,Qtr 2,April,18
Albania,3.127,2020,Qtr 2,April,19
Albania,4.865,2020,Qtr 2,April,20
Albania,7.645,2020,Qtr 2,April,21
Albania,8.687,2020,Qtr 2,April,22
Albania,8.687,2020,Qtr 2,April,23
Albania,10.077,2020,Qtr 2,April,24
Albania,5.212,2020,Qtr 2,April,25
Albania,11.815,2020,Qtr 2,April,26
Albania,4.865,2020,Qtr 2,April,27
Albania,3.475,2020,Qtr 2,April,28
Albania,4.865,2020,Qtr 2,April,29
Albania,5.56,2020,Qtr 2,April,30
Albania,2.432,2020,Qtr 2,May,1
Albania,3.127,2020,Qtr 2,May,2
Albania,2.432,2020,Qtr 2,May,3
Albania,2.085,2020,Qtr 2,May,4
Albania,2.78,2020,Qtr 2,May,5
Albania,5.907,2020,Qtr 2,May,6
Albania,4.17,2020,Qtr 2,May,7
Albania,3.475,2020,Qtr 2,May,8
Albania,2.78,2020,Qtr 2,May,9
Albania,2.085,2020,Qtr 2,May,10
Albania,4.17,2020,Qtr 2,May,11
Albania,1.39,2020,Qtr 2,May,12
Albania,1.39,2020,Qtr 2,May,13
Albania,1.39,2020,Qtr 2,May,14
Albania,6.255,2020,Qtr 2,May,15
Albania,6.255,2020,Qtr 2,May,16
Albania,5.907,2020,Qtr 2,May,17
Albania,4.517,2020,Qtr 2,May,18
Albania,0.695,2020,Qtr 2,May,19
Albania,0.347,2020,Qtr 2,May,20
Albania,5.212,2020,Qtr 2,May,21
Albania,1.737,2020,Qtr 2,May,22
Albania,4.17,2020,Qtr 2,May,23
Albania,2.78,2020,Qtr 2,May,24
Albania,3.127,2020,Qtr 2,May,25
Albania,2.085,2020,Qtr 2,May,26
Albania,8.687,2020,Qtr 2,May,27
Albania,7.297,2020,Qtr 2,May,28
Albania,9.035,2020,Qtr 2,May,29
Albania,7.992,2020,Qtr 2,May,30
Albania,7.992,2020,Qtr 2,May,31
Albania,5.212,2020,Qtr 2,June,1
Albania,2.085,2020,Qtr 2,June,2
Albania,7.297,2020,Qtr 2,June,3
Albania,6.95,2020,Qtr 2,June,4
Albania,4.517,2020,Qtr 2,June,5
Albania,5.212,2020,Qtr 2,June,6
Albania,6.95,2020,Qtr 2,June,7
Albania,4.865,2020,Qtr 2,June,8
Albania,5.907,2020,Qtr 2,June,9
Albania,12.51,2020,Qtr 2,June,10
Albania,14.594,2020,Qtr 2,June,11
Albania,15.289,2020,Qtr 2,June,12
Albania,10.772,2020,Qtr 2,June,13
Albania,16.679,2020,Qtr 2,June,14
Albania,19.807,2020,Qtr 2,June,15
Albania,23.977,2020,Qtr 2,June,16
Albania,28.494,2020,Qtr 2,June,17
Albania,17.374,2020,Qtr 2,June,18
Albania,22.934,2020,Qtr 2,June,19
Albania,17.374,2020,Qtr 2,June,20
Albania,18.417,2020,Qtr 2,June,21
Albania,12.51,2020,Qtr 2,June,22
Albania,23.629,2020,Qtr 2,June,23
Albania,18.069,2020,Qtr 2,June,24
Albania,23.282,2020,Qtr 2,June,25
Albania,27.104,2020,Qtr 2,June,26
Albania,26.757,2020,Qtr 2,June,27
Albania,21.197,2020,Qtr 2,June,28
Albania,25.019,2020,Qtr 2,June,29
Albania,22.239,2020,Qtr 2,June,30
Albania,23.977,2020,Qtr 3,July,1
Albania,15.637,2020,Qtr 3,July,2
Albania,28.494,2020,Qtr 3,July,3
Albania,31.274,2020,Qtr 3,July,4
Albania,23.282,2020,Qtr 3,July,5
Albania,25.714,2020,Qtr 3,July,6
Albania,24.672,2020,Qtr 3,July,7
Albania,25.714,2020,Qtr 3,July,8
Albania,23.629,2020,Qtr 3,July,9
Albania,28.494,2020,Qtr 3,July,10
Albania,31.274,2020,Qtr 3,July,11
Albania,32.316,2020,Qtr 3,July,12
Albania,28.841,2020,Qtr 3,July,13
Albania,40.656,2020,Qtr 3,July,14
Albania,33.359,2020,Qtr 3,July,15
Albania,29.536,2020,Qtr 3,July,16
Albania,34.401,2020,Qtr 3,July,17
Albania,19.112,2020,Qtr 3,July,18
Albania,35.444,2020,Qtr 3,July,19
Albania,28.494,2020,Qtr 3,July,20
Albania,28.147,2020,Qtr 3,July,21
Albania,41.351,2020,Qtr 3,July,22
Albania,23.629,2020,Qtr 3,July,23
Albania,37.529,2020,Qtr 3,July,24
Albania,36.139,2020,Qtr 3,July,25
Albania,23.282,2020,Qtr 3,July,26
Albania,43.783,2020,Qtr 3,July,27
Albania,40.656,2020,Qtr 3,July,28
Albania,40.656,2020,Qtr 3,July,29
Albania,37.529,2020,Qtr 3,July,30
Albania,31.969,2020,Qtr 3,July,31
Albania,27.452,2020,Qtr 3,August,1
Albania,41.699,2020,Qtr 3,August,2
Albania,42.741,2020,Qtr 3,August,3
Albania,35.096,2020,Qtr 3,August,4
Algeria,0,2019,Qtr 4,December,31
Algeria,0,2020,Qtr 1,January,1
Algeria,0,2020,Qtr 1,January,2
Algeria,0,2020,Qtr 1,January,3
Algeria,0,2020,Qtr 1,January,4
Algeria,0,2020,Qtr 1,January,5
Algeria,0,2020,Qtr 1,January,6
Algeria,0,2020,Qtr 1,January,7
Algeria,0,2020,Qtr 1,January,8
Algeria,0,2020,Qtr 1,January,9
Algeria,0,2020,Qtr 1,January,10
Algeria,0,2020,Qtr 1,January,11
Algeria,0,2020,Qtr 1,January,12
Algeria,0,2020,Qtr 1,January,13
Algeria,0,2020,Qtr 1,January,14
Algeria,0,2020,Qtr 1,January,15
Algeria,0,2020,Qtr 1,January,16
Algeria,0,2020,Qtr 1,January,17
Algeria,0,2020,Qtr 1,January,18
Algeria,0,2020,Qtr 1,January,19
Algeria,0,2020,Qtr 1,January,20
Algeria,0,2020,Qtr 1,January,21
Algeria,0,2020,Qtr 1,January,22
Algeria,0,2020,Qtr 1,January,23
Algeria,0,2020,Qtr 1,January,24
Algeria,0,2020,Qtr 1,January,25
Algeria,0,2020,Qtr 1,January,26
Algeria,0,2020,Qtr 1,January,27
Algeria,0,2020,Qtr 1,January,28
Algeria,0,2020,Qtr 1,January,29
Algeria,0,2020,Qtr 1,January,30
Algeria,0,2020,Qtr 1,January,31
Algeria,0,2020,Qtr 1,February,1
Algeria,0,2020,Qtr 1,February,2
Algeria,0,2020,Qtr 1,February,3
Algeria,0,2020,Qtr 1,February,4
Algeria,0,2020,Qtr 1,February,5
Algeria,0,2020,Qtr 1,February,6
Algeria,0,2020,Qtr 1,February,7
Algeria,0,2020,Qtr 1,February,8
Algeria,0,2020,Qtr 1,February,9
Algeria,0,2020,Qtr 1,February,10
Algeria,0,2020,Qtr 1,February,11
Algeria,0,2020,Qtr 1,February,12
Algeria,0,2020,Qtr 1,February,13
Algeria,0,2020,Qtr 1,February,14
Algeria,0,2020,Qtr 1,February,15
Algeria,0,2020,Qtr 1,February,16
Algeria,0,2020,Qtr 1,February,17
Algeria,0,2020,Qtr 1,February,18
Algeria,0,2020,Qtr 1,February,19
Algeria,0,2020,Qtr 1,February,20
Algeria,0,2020,Qtr 1,February,21
Algeria,0,2020,Qtr 1,February,22
Algeria,0,2020,Qtr 1,February,23
Algeria,0,2020,Qtr 1,February,24
Algeria,0,2020,Qtr 1,February,25
Algeria,0.023,2020,Qtr 1,February,26
Algeria,0,2020,Qtr 1,February,27
Algeria,0,2020,Qtr 1,February,28
Algeria,0,2020,Qtr 1,February,29
Algeria,0.046,2020,Qtr 1,March,1
Algeria,0,2020,Qtr 1,March,2
Algeria,0.046,2020,Qtr 1,March,4
Algeria,0.16,2020,Qtr 1,March,5
Algeria,0.114,2020,Qtr 1,March,6
Algeria,0.068,2020,Qtr 1,March,9
Algeria,0,2020,Qtr 1,March,12
Algeria,0.114,2020,Qtr 1,March,13
Algeria,0.023,2020,Qtr 1,March,14
Algeria,0.251,2020,Qtr 1,March,15
Algeria,0.251,2020,Qtr 1,March,16
Algeria,0.228,2020,Qtr 1,March,17
Algeria,0.046,2020,Qtr 1,March,18
Algeria,0.274,2020,Qtr 1,March,19
Algeria,0.41,2020,Qtr 1,March,20
Algeria,0.274,2020,Qtr 1,March,21
Algeria,0.844,2020,Qtr 1,March,22
Algeria,1.414,2020,Qtr 1,March,23
Algeria,0.661,2020,Qtr 1,March,24
Algeria,0.775,2020,Qtr 1,March,25
Algeria,0.867,2020,Qtr 1,March,26
Algeria,1.482,2020,Qtr 1,March,27
Algeria,0.958,2020,Qtr 1,March,28
Algeria,1.026,2020,Qtr 1,March,29
Algeria,1.3,2020,Qtr 1,March,30
Algeria,1.665,2020,Qtr 1,March,31
Algeria,3.01,2020,Qtr 2,April,1
Algeria,2.987,2020,Qtr 2,April,2
Algeria,3.17,2020,Qtr 2,April,3
Algeria,4.219,2020,Qtr 2,April,4
Algeria,1.824,2020,Qtr 2,April,5
Algeria,1.574,2020,Qtr 2,April,6
Algeria,2.349,2020,Qtr 2,April,7
Algeria,1.026,2020,Qtr 2,April,8
Algeria,2.372,2020,Qtr 2,April,9
Algeria,2.144,2020,Qtr 2,April,10
Algeria,2.166,2020,Qtr 2,April,11
Algeria,1.459,2020,Qtr 2,April,12
Algeria,2.03,2020,Qtr 2,April,13
Algeria,1.574,2020,Qtr 2,April,14
Algeria,1.984,2020,Qtr 2,April,15
Algeria,2.052,2020,Qtr 2,April,16
Algeria,2.463,2020,Qtr 2,April,17
Algeria,3.421,2020,Qtr 2,April,18
Algeria,2.668,2020,Qtr 2,April,19
Algeria,2.144,2020,Qtr 2,April,20
Algeria,2.03,2020,Qtr 2,April,21
Algeria,2.121,2020,Qtr 2,April,22
Algeria,2.258,2020,Qtr 2,April,23
Algeria,2.212,2020,Qtr 2,April,24
Algeria,2.737,2020,Qtr 2,April,25
Algeria,2.942,2020,Qtr 2,April,26
Algeria,2.873,2020,Qtr 2,April,27
Algeria,3.079,2020,Qtr 2,April,28
Algeria,3.01,2020,Qtr 2,April,29
Algeria,4.538,2020,Qtr 2,April,30
Algeria,3.603,2020,Qtr 2,May,1
Algeria,3.375,2020,Qtr 2,May,2
Algeria,3.215,2020,Qtr 2,May,3
Algeria,4.082,2020,Qtr 2,May,4
Algeria,3.968,2020,Qtr 2,May,5
Algeria,4.333,2020,Qtr 2,May,6
Algeria,3.626,2020,Qtr 2,May,7
Algeria,4.219,2020,Qtr 2,May,8
Algeria,4.264,2020,Qtr 2,May,9
Algeria,4.31,2020,Qtr 2,May,10
Algeria,3.763,2020,Qtr 2,May,11
Algeria,3.831,2020,Qtr 2,May,12
Algeria,4.014,2020,Qtr 2,May,13
Algeria,4.242,2020,Qtr 2,May,14
Algeria,4.31,2020,Qtr 2,May,15
Algeria,4.264,2020,Qtr 2,May,16
Algeria,4.378,2020,Qtr 2,May,17
Algeria,4.515,2020,Qtr 2,May,18
Algeria,4.15,2020,Qtr 2,May,19
Algeria,4.014,2020,Qtr 2,May,20
Algeria,3.763,2020,Qtr 2,May,21
Algeria,4.242,2020,Qtr 2,May,22
Algeria,4.333,2020,Qtr 2,May,23
Algeria,4.447,2020,Qtr 2,May,24
Algeria,4.401,2020,Qtr 2,May,25
Algeria,4.492,2020,Qtr 2,May,26
Algeria,4.424,2020,Qtr 2,May,27
Algeria,3.649,2020,Qtr 2,May,28
Algeria,3.193,2020,Qtr 2,May,29
Algeria,3.124,2020,Qtr 2,May,30
Algeria,3.033,2020,Qtr 2,May,31
Algeria,2.896,2020,Qtr 2,June,1
Algeria,2.714,2020,Qtr 2,June,2
Algeria,2.577,2020,Qtr 2,June,3
Algeria,0,2020,Qtr 2,June,4
Algeria,4.675,2020,Qtr 2,June,5
Algeria,2.372,2020,Qtr 2,June,6
Algeria,2.623,2020,Qtr 2,June,7
Algeria,2.372,2020,Qtr 2,June,8
Algeria,2.531,2020,Qtr 2,June,9
Algeria,2.668,2020,Qtr 2,June,10
Algeria,2.326,2020,Qtr 2,June,11
Algeria,2.394,2020,Qtr 2,June,12
Algeria,2.486,2020,Qtr 2,June,13
Algeria,2.554,2020,Qtr 2,June,14
Algeria,2.486,2020,Qtr 2,June,15
Algeria,2.554,2020,Qtr 2,June,16
Algeria,2.645,2020,Qtr 2,June,17
Algeria,2.759,2020,Qtr 2,June,18
Algeria,2.668,2020,Qtr 2,June,19
Algeria,2.714,2020,Qtr 2,June,20
Algeria,2.896,2020,Qtr 2,June,21
Algeria,3.193,2020,Qtr 2,June,22
Algeria,3.398,2020,Qtr 2,June,23
Algeria,3.557,2020,Qtr 2,June,24
Algeria,3.922,2020,Qtr 2,June,25
Algeria,4.492,2020,Qtr 2,June,26
Algeria,5.473,2020,Qtr 2,June,27
Algeria,6.454,2020,Qtr 2,June,28
Algeria,6.955,2020,Qtr 2,June,29
Algeria,6.796,2020,Qtr 2,June,30
Algeria,7.662,2020,Qtr 3,July,1
Algeria,8.324,2020,Qtr 3,July,2
Algeria,8.78,2020,Qtr 3,July,3
Algeria,9.418,2020,Qtr 3,July,4
Algeria,9.806,2020,Qtr 3,July,5
Algeria,10.057,2020,Qtr 3,July,6
Algeria,10.558,2020,Qtr 3,July,7
Algeria,10.832,2020,Qtr 3,July,8
Algeria,10.695,2020,Qtr 3,July,9
Algeria,10.49,2020,Qtr 3,July,10
Algeria,9.897,2020,Qtr 3,July,11
Algeria,10.718,2020,Qtr 3,July,12
Algeria,11.015,2020,Qtr 3,July,13
Algeria,11.265,2020,Qtr 3,July,14
Algeria,12.018,2020,Qtr 3,July,15
Algeria,12.634,2020,Qtr 3,July,16
Algeria,13.341,2020,Qtr 3,July,17
Algeria,13.523,2020,Qtr 3,July,18
Algeria,13.705,2020,Qtr 3,July,19
Algeria,12.2,2020,Qtr 3,July,20
Algeria,13.842,2020,Qtr 3,July,21
Algeria,13.386,2020,Qtr 3,July,22
Algeria,13.546,2020,Qtr 3,July,23
Algeria,13.956,2020,Qtr 3,July,24
Algeria,15.393,2020,Qtr 3,July,25
Algeria,13.797,2020,Qtr 3,July,26
Algeria,13.523,2020,Qtr 3,July,27
Algeria,14.048,2020,Qtr 3,July,28
Algeria,14.64,2020,Qtr 3,July,29
Algeria,14.002,2020,Qtr 3,July,30
Algeria,13.728,2020,Qtr 3,July,31
Algeria,12.839,2020,Qtr 3,August,1
Algeria,12.679,2020,Qtr 3,August,2
Algeria,11.744,2020,Qtr 3,August,3
Algeria,11.562,2020,Qtr 3,August,4
Andorra,12.942,2020,Qtr 1,March,3
Andorra,12.942,2020,Qtr 1,March,14
Andorra,38.827,2020,Qtr 1,March,16
Andorra,116.482,2020,Qtr 1,March,17
Andorra,0,2020,Qtr 1,March,18
Andorra,504.756,2020,Qtr 1,March,19
Andorra,284.734,2020,Qtr 1,March,20
Andorra,0,2020,Qtr 1,March,21
Andorra,168.252,2020,Qtr 1,March,22
Andorra,323.562,2020,Qtr 1,March,23
Andorra,258.849,2020,Qtr 1,March,24
Andorra,401.217,2020,Qtr 1,March,25
Andorra,310.619,2020,Qtr 1,March,26
Andorra,465.929,2020,Qtr 1,March,27
Andorra,556.526,2020,Qtr 1,March,28
Andorra,530.641,2020,Qtr 1,March,29
Andorra,336.504,2020,Qtr 1,March,30
Andorra,465.929,2020,Qtr 1,March,31
Andorra,77.655,2020,Qtr 2,April,1
Andorra,181.195,2020,Qtr 2,April,2
Andorra,491.814,2020,Qtr 2,April,3
Andorra,142.367,2020,Qtr 2,April,4
Andorra,349.447,2020,Qtr 2,April,5
Andorra,452.986,2020,Qtr 2,April,6
Andorra,323.562,2020,Qtr 2,April,7
Andorra,245.907,2020,Qtr 2,April,8
Andorra,245.907,2020,Qtr 2,April,9
Andorra,245.907,2020,Qtr 2,April,10
Andorra,232.964,2020,Qtr 2,April,11
Andorra,271.792,2020,Qtr 2,April,12
Andorra,207.08,2020,Qtr 2,April,13
Andorra,103.54,2020,Qtr 2,April,14
Andorra,168.252,2020,Qtr 2,April,15
Andorra,181.195,2020,Qtr 2,April,16
Andorra,116.482,2020,Qtr 2,April,17
Andorra,181.195,2020,Qtr 2,April,18
Andorra,103.54,2020,Qtr 2,April,19
Andorra,116.482,2020,Qtr 2,April,20
