location,new_cases_per_million,Year,Quarter,Month,Day
Papua New Guinea,0,2020,Qtr 2,May,15
Papua New Guinea,0,2020,Qtr 2,May,16
Papua New Guinea,0,2020,Qtr 2,May,17
Papua New Guinea,0,2020,Qtr 2,May,18
Papua New Guinea,0,2020,Qtr 2,May,19
Papua New Guinea,0,2020,Qtr 2,May,20
Papua New Guinea,0,2020,Qtr 2,May,21
Papua New Guinea,0,2020,Qtr 2,May,22
Papua New Guinea,0,2020,Qtr 2,May,23
Papua New Guinea,0,2020,Qtr 2,May,24
Papua New Guinea,0,2020,Qtr 2,May,25
Papua New Guinea,0,2020,Qtr 2,May,26
Papua New Guinea,0,2020,Qtr 2,May,27
Papua New Guinea,0,2020,Qtr 2,May,28
Papua New Guinea,0,2020,Qtr 2,May,29
Papua New Guinea,0,2020,Qtr 2,May,30
Papua New Guinea,0,2020,Qtr 2,May,31
Papua New Guinea,0,2020,Qtr 2,June,1
Papua New Guinea,0,2020,Qtr 2,June,2
Papua New Guinea,0,2020,Qtr 2,June,3
Papua New Guinea,0,2020,Qtr 2,June,4
Papua New Guinea,0,2020,Qtr 2,June,5
Papua New Guinea,0,2020,Qtr 2,June,6
Papua New Guinea,0,2020,Qtr 2,June,7
Papua New Guinea,0,2020,Qtr 2,June,8
Papua New Guinea,0,2020,Qtr 2,June,9
Papua New Guinea,0,2020,Qtr 2,June,10
Papua New Guinea,0,2020,Qtr 2,June,11
Papua New Guinea,0,2020,Qtr 2,June,12
Papua New Guinea,0,2020,Qtr 2,June,13
Papua New Guinea,0,2020,Qtr 2,June,14
Papua New Guinea,0,2020,Qtr 2,June,15
Papua New Guinea,0,2020,Qtr 2,June,16
Papua New Guinea,0,2020,Qtr 2,June,17
Papua New Guinea,0,2020,Qtr 2,June,18
Papua New Guinea,0,2020,Qtr 2,June,19
Papua New Guinea,0,2020,Qtr 2,June,20
Papua New Guinea,0,2020,Qtr 2,June,21
Papua New Guinea,0.112,2020,Qtr 2,June,22
Papua New Guinea,0,2020,Qtr 2,June,23
Papua New Guinea,0,2020,Qtr 2,June,24
Papua New Guinea,0.112,2020,Qtr 2,June,25
Papua New Guinea,0.112,2020,Qtr 2,June,26
Papua New Guinea,0,2020,Qtr 2,June,27
Papua New Guinea,0,2020,Qtr 2,June,28
Papua New Guinea,0,2020,Qtr 2,June,29
Papua New Guinea,0,2020,Qtr 2,June,30
Papua New Guinea,0,2020,Qtr 3,July,1
Papua New Guinea,0,2020,Qtr 3,July,2
Papua New Guinea,0,2020,Qtr 3,July,3
Papua New Guinea,0,2020,Qtr 3,July,4
Papua New Guinea,0,2020,Qtr 3,July,5
Papua New Guinea,0,2020,Qtr 3,July,6
Papua New Guinea,0,2020,Qtr 3,July,7
Papua New Guinea,0,2020,Qtr 3,July,8
Papua New Guinea,0,2020,Qtr 3,July,9
Papua New Guinea,0,2020,Qtr 3,July,10
Papua New Guinea,0,2020,Qtr 3,July,11
Papua New Guinea,0,2020,Qtr 3,July,12
Papua New Guinea,0,2020,Qtr 3,July,13
Papua New Guinea,0,2020,Qtr 3,July,14
Papua New Guinea,0,2020,Qtr 3,July,15
Papua New Guinea,0,2020,Qtr 3,July,16
Papua New Guinea,0,2020,Qtr 3,July,17
Papua New Guinea,0.447,2020,Qtr 3,July,18
Papua New Guinea,0,2020,Qtr 3,July,19
Papua New Guinea,0.224,2020,Qtr 3,July,20
Papua New Guinea,0.224,2020,Qtr 3,July,21
Papua New Guinea,0.894,2020,Qtr 3,July,22
Papua New Guinea,0.335,2020,Qtr 3,July,23
Papua New Guinea,0.112,2020,Qtr 3,July,24
Papua New Guinea,0.112,2020,Qtr 3,July,25
Papua New Guinea,0.782,2020,Qtr 3,July,26
Papua New Guinea,2.571,2020,Qtr 3,July,27
Papua New Guinea,0,2020,Qtr 3,July,28
Papua New Guinea,0.112,2020,Qtr 3,July,29
Papua New Guinea,0,2020,Qtr 3,July,30
Papua New Guinea,1.006,2020,Qtr 3,July,31
Papua New Guinea,0,2020,Qtr 3,August,1
Papua New Guinea,2.124,2020,Qtr 3,August,2
Papua New Guinea,2.124,2020,Qtr 3,August,3
Papua New Guinea,0.112,2020,Qtr 3,August,4
Paraguay,0.14,2020,Qtr 1,March,8
Paraguay,0.561,2020,Qtr 1,March,11
Paraguay,0.14,2020,Qtr 1,March,13
Paraguay,0.14,2020,Qtr 1,March,14
Paraguay,0.14,2020,Qtr 1,March,16
Paraguay,0.14,2020,Qtr 1,March,17
Paraguay,0.28,2020,Qtr 1,March,18
Paraguay,0,2020,Qtr 1,March,19
Paraguay,0.28,2020,Qtr 1,March,20
Paraguay,0.701,2020,Qtr 1,March,21
Paraguay,0.561,2020,Qtr 1,March,22
Paraguay,0,2020,Qtr 1,March,23
Paraguay,0.701,2020,Qtr 1,March,24
Paraguay,1.402,2020,Qtr 1,March,25
Paraguay,0.561,2020,Qtr 1,March,26
Paraguay,1.542,2020,Qtr 1,March,27
Paraguay,0.561,2020,Qtr 1,March,28
Paraguay,0.421,2020,Qtr 1,March,29
Paraguay,0.701,2020,Qtr 1,March,30
Paraguay,0.14,2020,Qtr 1,March,31
Paraguay,0.561,2020,Qtr 2,April,1
Paraguay,0,2020,Qtr 2,April,2
Paraguay,1.122,2020,Qtr 2,April,3
Paraguay,2.664,2020,Qtr 2,April,4
Paraguay,1.122,2020,Qtr 2,April,5
Paraguay,1.262,2020,Qtr 2,April,6
Paraguay,0,2020,Qtr 2,April,7
Paraguay,0.28,2020,Qtr 2,April,8
Paraguay,1.262,2020,Qtr 2,April,9
Paraguay,0.701,2020,Qtr 2,April,10
Paraguay,0.561,2020,Qtr 2,April,11
Paraguay,0.14,2020,Qtr 2,April,12
Paraguay,1.823,2020,Qtr 2,April,13
Paraguay,1.682,2020,Qtr 2,April,14
Paraguay,0.28,2020,Qtr 2,April,15
Paraguay,1.823,2020,Qtr 2,April,16
Paraguay,0,2020,Qtr 2,April,17
Paraguay,3.926,2020,Qtr 2,April,18
Paraguay,0,2020,Qtr 2,April,19
Paraguay,0.561,2020,Qtr 2,April,20
Paraguay,0.28,2020,Qtr 2,April,21
Paraguay,0.701,2020,Qtr 2,April,22
Paraguay,0,2020,Qtr 2,April,23
Paraguay,0.981,2020,Qtr 2,April,24
Paraguay,0.421,2020,Qtr 2,April,25
Paraguay,0.701,2020,Qtr 2,April,26
Paraguay,0,2020,Qtr 2,April,27
Paraguay,0.28,2020,Qtr 2,April,28
Paraguay,1.262,2020,Qtr 2,April,29
Paraguay,1.402,2020,Qtr 2,April,30
Paraguay,2.383,2020,Qtr 2,May,1
Paraguay,9.394,2020,Qtr 2,May,2
Paraguay,5.188,2020,Qtr 2,May,3
Paraguay,3.645,2020,Qtr 2,May,4
Paraguay,2.664,2020,Qtr 2,May,5
Paraguay,2.243,2020,Qtr 2,May,6
Paraguay,1.262,2020,Qtr 2,May,7
Paraguay,3.084,2020,Qtr 2,May,8
Paraguay,14.16,2020,Qtr 2,May,9
Paraguay,17.666,2020,Qtr 2,May,10
Paraguay,3.365,2020,Qtr 2,May,11
Paraguay,1.542,2020,Qtr 2,May,12
Paraguay,1.823,2020,Qtr 2,May,13
Paraguay,0.421,2020,Qtr 2,May,14
Paraguay,1.963,2020,Qtr 2,May,15
Paraguay,0.701,2020,Qtr 2,May,16
Paraguay,2.664,2020,Qtr 2,May,17
Paraguay,1.122,2020,Qtr 2,May,18
Paraguay,0.28,2020,Qtr 2,May,19
Paraguay,5.748,2020,Qtr 2,May,20
Paraguay,0.561,2020,Qtr 2,May,21
Paraguay,0.421,2020,Qtr 2,May,22
Paraguay,0.28,2020,Qtr 2,May,23
Paraguay,1.682,2020,Qtr 2,May,24
Paraguay,1.682,2020,Qtr 2,May,25
Paraguay,0.421,2020,Qtr 2,May,26
Paraguay,1.682,2020,Qtr 2,May,27
Paraguay,0.981,2020,Qtr 2,May,28
Paraguay,2.243,2020,Qtr 2,May,29
Paraguay,2.383,2020,Qtr 2,May,30
Paraguay,6.59,2020,Qtr 2,May,31
Paraguay,3.084,2020,Qtr 2,June,1
Paraguay,1.262,2020,Qtr 2,June,2
Paraguay,2.524,2020,Qtr 2,June,3
Paraguay,7.992,2020,Qtr 2,June,4
Paraguay,2.243,2020,Qtr 2,June,5
Paraguay,0.14,2020,Qtr 2,June,6
Paraguay,0.421,2020,Qtr 2,June,7
Paraguay,6.309,2020,Qtr 2,June,8
Paraguay,1.402,2020,Qtr 2,June,9
Paraguay,5.889,2020,Qtr 2,June,10
Paraguay,2.103,2020,Qtr 2,June,11
Paraguay,3.926,2020,Qtr 2,June,12
Paraguay,3.365,2020,Qtr 2,June,13
Paraguay,0.981,2020,Qtr 2,June,14
Paraguay,3.926,2020,Qtr 2,June,15
Paraguay,0,2020,Qtr 2,June,16
Paraguay,1.963,2020,Qtr 2,June,17
Paraguay,0.701,2020,Qtr 2,June,18
Paraguay,3.084,2020,Qtr 2,June,19
Paraguay,0.841,2020,Qtr 2,June,20
Paraguay,3.645,2020,Qtr 2,June,21
Paraguay,2.383,2020,Qtr 2,June,22
Paraguay,1.823,2020,Qtr 2,June,23
Paraguay,4.206,2020,Qtr 2,June,24
Paraguay,14.861,2020,Qtr 2,June,25
Paraguay,5.748,2020,Qtr 2,June,26
Paraguay,19.909,2020,Qtr 2,June,27
Paraguay,32.387,2020,Qtr 2,June,28
Paraguay,25.938,2020,Qtr 2,June,29
Paraguay,8.973,2020,Qtr 2,June,30
Paraguay,4.206,2020,Qtr 3,July,1
Paraguay,5.468,2020,Qtr 3,July,2
Paraguay,6.029,2020,Qtr 3,July,3
Paraguay,6.449,2020,Qtr 3,July,4
Paraguay,5.047,2020,Qtr 3,July,5
Paraguay,5.889,2020,Qtr 3,July,6
Paraguay,4.066,2020,Qtr 3,July,7
Paraguay,6.449,2020,Qtr 3,July,8
Paraguay,7.291,2020,Qtr 3,July,9
Paraguay,11.777,2020,Qtr 3,July,10
Paraguay,13.74,2020,Qtr 3,July,11
Paraguay,11.777,2020,Qtr 3,July,12
Paraguay,17.946,2020,Qtr 3,July,13
Paraguay,4.486,2020,Qtr 3,July,14
Paraguay,13.179,2020,Qtr 3,July,15
Paraguay,17.385,2020,Qtr 3,July,16
Paraguay,20.189,2020,Qtr 3,July,17
Paraguay,16.123,2020,Qtr 3,July,18
Paraguay,24.115,2020,Qtr 3,July,19
Paraguay,12.899,2020,Qtr 3,July,20
Paraguay,3.785,2020,Qtr 3,July,21
Paraguay,9.674,2020,Qtr 3,July,22
Paraguay,25.657,2020,Qtr 3,July,23
Paraguay,15.843,2020,Qtr 3,July,24
Paraguay,15.563,2020,Qtr 3,July,25
Paraguay,14.581,2020,Qtr 3,July,26
Paraguay,16.264,2020,Qtr 3,July,27
Paraguay,14.581,2020,Qtr 3,July,28
Paraguay,17.666,2020,Qtr 3,July,29
Paraguay,26.919,2020,Qtr 3,July,30
Paraguay,47.809,2020,Qtr 3,July,31
Paraguay,18.367,2020,Qtr 3,August,1
Paraguay,20.61,2020,Qtr 3,August,2
Paraguay,22.292,2020,Qtr 3,August,3
Paraguay,11.216,2020,Qtr 3,August,4
Peru,0.03,2020,Qtr 1,March,7
Peru,0.182,2020,Qtr 1,March,9
Peru,0.061,2020,Qtr 1,March,10
Peru,0.061,2020,Qtr 1,March,11
Peru,0.182,2020,Qtr 1,March,12
Peru,0.152,2020,Qtr 1,March,13
Peru,0.485,2020,Qtr 1,March,14
Peru,0.152,2020,Qtr 1,March,15
Peru,0.849,2020,Qtr 1,March,16
Peru,0.455,2020,Qtr 1,March,17
Peru,0.94,2020,Qtr 1,March,18
Peru,0.849,2020,Qtr 1,March,19
Peru,2.699,2020,Qtr 1,March,20
Peru,0.88,2020,Qtr 1,March,21
Peru,1.668,2020,Qtr 1,March,22
Peru,1.365,2020,Qtr 1,March,23
Peru,0.971,2020,Qtr 1,March,24
Peru,0.637,2020,Qtr 1,March,25
Peru,4.307,2020,Qtr 1,March,26
Peru,0.667,2020,Qtr 1,March,27
Peru,1.668,2020,Qtr 1,March,28
Peru,1.092,2020,Qtr 1,March,29
Peru,5.49,2020,Qtr 1,March,30
Peru,2.972,2020,Qtr 1,March,31
Peru,3.488,2020,Qtr 2,April,1
Peru,7.825,2020,Qtr 2,April,2
Peru,2.76,2020,Qtr 2,April,3
Peru,5.49,2020,Qtr 2,April,4
Peru,4.58,2020,Qtr 2,April,5
Peru,16.226,2020,Qtr 2,April,6
Peru,8.492,2020,Qtr 2,April,7
Peru,11.919,2020,Qtr 2,April,8
Peru,42.097,2020,Qtr 2,April,9
Peru,27.721,2020,Qtr 2,April,10
Peru,19.441,2020,Qtr 2,April,11
Peru,28.843,2020,Qtr 2,April,12
Peru,20.351,2020,Qtr 2,April,13
Peru,0,2020,Qtr 2,April,14
Peru,84.436,2020,Qtr 2,April,15
Peru,35.545,2020,Qtr 2,April,16
Peru,30.814,2020,Qtr 2,April,17
Peru,30.268,2020,Qtr 2,April,18
Peru,28.236,2020,Qtr 2,April,19
Peru,36.637,2020,Qtr 2,April,20
Peru,21.139,2020,Qtr 2,April,21
Peru,45.857,2020,Qtr 2,April,22
Peru,42.855,2020,Qtr 2,April,23
Peru,50.467,2020,Qtr 2,April,24
Peru,22.261,2020,Qtr 2,April,25
Peru,111.701,2020,Qtr 2,April,26
Peru,66.299,2020,Qtr 2,April,27
Peru,35.849,2020,Qtr 2,April,28
Peru,75.549,2020,Qtr 2,April,29
Peru,83.132,2020,Qtr 2,April,30
Peru,92.352,2020,Qtr 2,May,1
Peru,105.636,2020,Qtr 2,May,2
Peru,62.932,2020,Qtr 2,May,3
Peru,102.936,2020,Qtr 2,May,4
Peru,43.795,2020,Qtr 2,May,5
Peru,115.765,2020,Qtr 2,May,6
Peru,110.033,2020,Qtr 2,May,7
Peru,112.49,2020,Qtr 2,May,8
Peru,100.722,2020,Qtr 2,May,9
Peru,96.082,2020,Qtr 2,May,10
Peru,69.514,2020,Qtr 2,May,11
Peru,45.948,2020,Qtr 2,May,12
Peru,98.175,2020,Qtr 2,May,13
Peru,128.807,2020,Qtr 2,May,14
Peru,130.354,2020,Qtr 2,May,15
Peru,118.01,2020,Qtr 2,May,16
Peru,122.711,2020,Qtr 2,May,17
Peru,113.187,2020,Qtr 2,May,18
Peru,80.675,2020,Qtr 2,May,19
Peru,137.997,2020,Qtr 2,May,20
Peru,137.602,2020,Qtr 2,May,21
Peru,144.032,2020,Qtr 2,May,22
Peru,88.833,2020,Qtr 2,May,23
Peru,123.014,2020,Qtr 2,May,24
Peru,127.533,2020,Qtr 2,May,25
Peru,121.922,2020,Qtr 2,May,26
Peru,175.058,2020,Qtr 2,May,27
Peru,186.644,2020,Qtr 2,May,28
Peru,178.152,2020,Qtr 2,May,29
Peru,197.32,2020,Qtr 2,May,30
Peru,224.009,2020,Qtr 2,May,31
Peru,267.046,2020,Qtr 2,June,1
Peru,168.72,2020,Qtr 2,June,2
Peru,0,2020,Qtr 2,June,3
Peru,269.169,2020,Qtr 2,June,4
Peru,129.929,2020,Qtr 2,June,5
Peru,127.442,2020,Qtr 2,June,6
Peru,132.173,2020,Qtr 2,June,7
Peru,144.275,2020,Qtr 2,June,8
Peru,96.476,2020,Qtr 2,June,9
Peru,122.529,2020,Qtr 2,June,10
Peru,154.283,2020,Qtr 2,June,11
Peru,180.912,2020,Qtr 2,June,12
Peru,180.791,2020,Qtr 2,June,13
Peru,132.932,2020,Qtr 2,June,14
Peru,139.634,2020,Qtr 2,June,15
Peru,98.751,2020,Qtr 2,June,16
Peru,126.29,2020,Qtr 2,June,17
Peru,113.794,2020,Qtr 2,June,18
Peru,105.545,2020,Qtr 2,June,19
Peru,107.273,2020,Qtr 2,June,20
Peru,103.513,2020,Qtr 2,June,21
Peru,109.123,2020,Qtr 2,June,22
Peru,0,2020,Qtr 2,June,23
Peru,178.152,2020,Qtr 2,June,24
Peru,117.646,2020,Qtr 2,June,25
Peru,118.677,2020,Qtr 2,June,26
Peru,114.097,2020,Qtr 2,June,27
Peru,109.942,2020,Qtr 2,June,28
Peru,104.028,2020,Qtr 2,June,29
Peru,89.349,2020,Qtr 2,June,30
Peru,86.377,2020,Qtr 3,July,1
Peru,98.994,2020,Qtr 3,July,2
Peru,106.97,2020,Qtr 3,July,3
Peru,109.032,2020,Qtr 3,July,4
Peru,105.575,2020,Qtr 3,July,5
Peru,110.337,2020,Qtr 3,July,6
Peru,90.532,2020,Qtr 3,July,7
Peru,108.426,2020,Qtr 3,July,8
Peru,110.185,2020,Qtr 3,July,9
Peru,107.273,2020,Qtr 3,July,10
Peru,96.992,2020,Qtr 3,July,11
Peru,92.928,2020,Qtr 3,July,12
Peru,109.669,2020,Qtr 3,July,13
Peru,115.159,2020,Qtr 3,July,14
Peru,113.551,2020,Qtr 3,July,15
Peru,116.979,2020,Qtr 3,July,16
Peru,117.13,2020,Qtr 3,July,17
Peru,119.83,2020,Qtr 3,July,18
Peru,120.193,2020,Qtr 3,July,19
Peru,124.045,2020,Qtr 3,July,20
Peru,124.076,2020,Qtr 3,July,21
Peru,133.629,2020,Qtr 3,July,22
Peru,135.358,2020,Qtr 3,July,23
Peru,137.875,2020,Qtr 3,July,24
Peru,147.55,2020,Qtr 3,July,25
Peru,118.98,2020,Qtr 3,July,26
Peru,149.006,2020,Qtr 3,July,27
Peru,149.218,2020,Qtr 3,July,28
Peru,160.379,2020,Qtr 3,July,29
Peru,172.208,2020,Qtr 3,July,30
Peru,206.51,2020,Qtr 3,July,31
Peru,219.672,2020,Qtr 3,August,1
Peru,225.89,2020,Qtr 3,August,2
Peru,202.203,2020,Qtr 3,August,3
Peru,128.898,2020,Qtr 3,August,4
Philippines,0,2019,Qtr 4,December,31
Philippines,0,2020,Qtr 1,January,1
Philippines,0,2020,Qtr 1,January,2
Philippines,0,2020,Qtr 1,January,3
Philippines,0,2020,Qtr 1,January,4
Philippines,0,2020,Qtr 1,January,5
Philippines,0,2020,Qtr 1,January,6
Philippines,0,2020,Qtr 1,January,7
Philippines,0,2020,Qtr 1,January,8
Philippines,0,2020,Qtr 1,January,9
Philippines,0,2020,Qtr 1,January,10
Philippines,0,2020,Qtr 1,January,11
Philippines,0,2020,Qtr 1,January,12
Philippines,0,2020,Qtr 1,January,13
Philippines,0,2020,Qtr 1,January,14
Philippines,0,2020,Qtr 1,January,15
Philippines,0,2020,Qtr 1,January,16
Philippines,0,2020,Qtr 1,January,17
Philippines,0,2020,Qtr 1,January,18
Philippines,0,2020,Qtr 1,January,19
Philippines,0,2020,Qtr 1,January,20
Philippines,0,2020,Qtr 1,January,21
Philippines,0,2020,Qtr 1,January,22
Philippines,0,2020,Qtr 1,January,23
Philippines,0,2020,Qtr 1,January,24
Philippines,0,2020,Qtr 1,January,25
Philippines,0,2020,Qtr 1,January,26
Philippines,0,2020,Qtr 1,January,27
Philippines,0,2020,Qtr 1,January,28
Philippines,0,2020,Qtr 1,January,29
Philippines,0.009,2020,Qtr 1,January,30
Philippines,0,2020,Qtr 1,January,31
Philippines,0,2020,Qtr 1,February,1
Philippines,0.009,2020,Qtr 1,February,2
Philippines,0,2020,Qtr 1,February,3
Philippines,0,2020,Qtr 1,February,4
Philippines,0,2020,Qtr 1,February,5
Philippines,0.009,2020,Qtr 1,February,6
Philippines,0,2020,Qtr 1,February,7
Philippines,0,2020,Qtr 1,February,8
Philippines,0,2020,Qtr 1,February,9
Philippines,0,2020,Qtr 1,February,10
Philippines,0,2020,Qtr 1,February,11
Philippines,0,2020,Qtr 1,February,12
Philippines,0,2020,Qtr 1,February,13
Philippines,0,2020,Qtr 1,February,14
Philippines,0,2020,Qtr 1,February,15
Philippines,0,2020,Qtr 1,February,16
Philippines,0,2020,Qtr 1,February,17
Philippines,0,2020,Qtr 1,February,18
Philippines,0,2020,Qtr 1,February,19
Philippines,0,2020,Qtr 1,February,20
Philippines,0,2020,Qtr 1,February,21
Philippines,0,2020,Qtr 1,February,22
Philippines,0,2020,Qtr 1,February,23
Philippines,0,2020,Qtr 1,February,24
Philippines,0,2020,Qtr 1,February,25
Philippines,0,2020,Qtr 1,February,26
Philippines,0,2020,Qtr 1,February,27
Philippines,0,2020,Qtr 1,February,28
Philippines,0,2020,Qtr 1,February,29
Philippines,0,2020,Qtr 1,March,1
Philippines,0,2020,Qtr 1,March,2
Philippines,0.018,2020,Qtr 1,March,7
Philippines,0.009,2020,Qtr 1,March,8
Philippines,0.037,2020,Qtr 1,March,9
Philippines,0.21,2020,Qtr 1,March,10
Philippines,0,2020,Qtr 1,March,11
Philippines,0.146,2020,Qtr 1,March,12
Philippines,0.027,2020,Qtr 1,March,13
Philippines,0.11,2020,Qtr 1,March,14
Philippines,0.429,2020,Qtr 1,March,15
Philippines,0.265,2020,Qtr 1,March,16
Philippines,0.018,2020,Qtr 1,March,17
Philippines,0.411,2020,Qtr 1,March,18
Philippines,0.137,2020,Qtr 1,March,19
Philippines,0.256,2020,Qtr 1,March,20
Philippines,0,2020,Qtr 1,March,21
Philippines,1.369,2020,Qtr 1,March,22
Philippines,0,2020,Qtr 1,March,23
Philippines,0.748,2020,Qtr 1,March,24
Philippines,0.821,2020,Qtr 1,March,25
Philippines,0.767,2020,Qtr 1,March,26
Philippines,0.648,2020,Qtr 1,March,27
Philippines,0.876,2020,Qtr 1,March,28
Philippines,2.482,2020,Qtr 1,March,29
Philippines,3.13,2020,Qtr 1,March,30
Philippines,6.078,2020,Qtr 1,March,31
Philippines,0,2020,Qtr 2,April,1
Philippines,2.072,2020,Qtr 2,April,2
Philippines,2.938,2020,Qtr 2,April,3
Philippines,3.513,2020,Qtr 2,April,4
Philippines,0.694,2020,Qtr 2,April,5
Philippines,1.387,2020,Qtr 2,April,6
Philippines,3.778,2020,Qtr 2,April,7
Philippines,0.949,2020,Qtr 2,April,8
Philippines,0.967,2020,Qtr 2,April,9
Philippines,1.88,2020,Qtr 2,April,10
Philippines,0,2020,Qtr 2,April,11
Philippines,3.212,2020,Qtr 2,April,12
Philippines,2.008,2020,Qtr 2,April,13
Philippines,2.592,2020,Qtr 2,April,14
Philippines,2.656,2020,Qtr 2,April,15
Philippines,2.099,2020,Qtr 2,April,16
Philippines,1.889,2020,Qtr 2,April,17
Philippines,1.989,2020,Qtr 2,April,18
Philippines,1.907,2020,Qtr 2,April,19
Philippines,1.57,2020,Qtr 2,April,20
Philippines,1.825,2020,Qtr 2,April,21
Philippines,1.278,2020,Qtr 2,April,22
Philippines,1.013,2020,Qtr 2,April,23
Philippines,2.473,2020,Qtr 2,April,24
Philippines,1.926,2020,Qtr 2,April,25
Philippines,0.931,2020,Qtr 2,April,26
Philippines,2.601,2020,Qtr 2,April,27
Philippines,1.807,2020,Qtr 2,April,28
Philippines,1.652,2020,Qtr 2,April,29
Philippines,2.318,2020,Qtr 2,April,30
Philippines,2.519,2020,Qtr 2,May,1
Philippines,2.592,2020,Qtr 2,May,2
Philippines,1.424,2020,Qtr 2,May,3
Philippines,2.692,2020,Qtr 2,May,4
Philippines,2.391,2020,Qtr 2,May,5
Philippines,1.816,2020,Qtr 2,May,6
Philippines,2.92,2020,Qtr 2,May,7
Philippines,3.094,2020,Qtr 2,May,8
Philippines,1.095,2020,Qtr 2,May,9
Philippines,1.341,2020,Qtr 2,May,10
Philippines,1.679,2020,Qtr 2,May,11
Philippines,2.665,2020,Qtr 2,May,12
Philippines,2.409,2020,Qtr 2,May,13
Philippines,2.446,2020,Qtr 2,May,14
Philippines,2.354,2020,Qtr 2,May,15
Philippines,1.962,2020,Qtr 2,May,16
Philippines,1.953,2020,Qtr 2,May,17
Philippines,1.898,2020,Qtr 2,May,18
Philippines,1.871,2020,Qtr 2,May,19
Philippines,2.044,2020,Qtr 2,May,20
Philippines,2.546,2020,Qtr 2,May,21
Philippines,1.944,2020,Qtr 2,May,22
Philippines,1.487,2020,Qtr 2,May,23
Philippines,1.643,2020,Qtr 2,May,24
Philippines,2.354,2020,Qtr 2,May,25
Philippines,2.592,2020,Qtr 2,May,26
Philippines,3.194,2020,Qtr 2,May,27
Philippines,3.468,2020,Qtr 2,May,28
Philippines,4.919,2020,Qtr 2,May,29
Philippines,9.545,2020,Qtr 2,May,30
Philippines,5.384,2020,Qtr 2,May,31
Philippines,7.866,2020,Qtr 2,June,1
Philippines,5.037,2020,Qtr 2,June,2
Philippines,3.276,2020,Qtr 2,June,3
Philippines,6.853,2020,Qtr 2,June,4
Philippines,5.786,2020,Qtr 2,June,5
Philippines,2.227,2020,Qtr 2,June,6
Philippines,6.516,2020,Qtr 2,June,7
Philippines,5.065,2020,Qtr 2,June,8
Philippines,5.284,2020,Qtr 2,June,9
Philippines,4.727,2020,Qtr 2,June,10
Philippines,6.753,2020,Qtr 2,June,11
Philippines,4.043,2020,Qtr 2,June,12
Philippines,5.585,2020,Qtr 2,June,13
Philippines,5.521,2020,Qtr 2,June,14
Philippines,4.91,2020,Qtr 2,June,15
Philippines,4.472,2020,Qtr 2,June,16
Philippines,3.294,2020,Qtr 2,June,17
Philippines,4.17,2020,Qtr 2,June,18
Philippines,5.119,2020,Qtr 2,June,19
Philippines,6.023,2020,Qtr 2,June,20
Philippines,8.587,2020,Qtr 2,June,21
Philippines,5.95,2020,Qtr 2,June,22
Philippines,5.749,2020,Qtr 2,June,23
Philippines,10.431,2020,Qtr 2,June,24
Philippines,4.289,2020,Qtr 2,June,25
Philippines,7.063,2020,Qtr 2,June,26
Philippines,9.162,2020,Qtr 2,June,27
Philippines,6.662,2020,Qtr 2,June,28
Philippines,5.95,2020,Qtr 2,June,29
Philippines,8.971,2020,Qtr 2,June,30
Philippines,9.819,2020,Qtr 3,July,1
Philippines,9.098,2020,Qtr 3,July,2
Philippines,2.683,2020,Qtr 3,July,3
Philippines,13.971,2020,Qtr 3,July,4
Philippines,13.634,2020,Qtr 3,July,5
Philippines,0,2020,Qtr 3,July,6
Philippines,41.093,2020,Qtr 3,July,7
Philippines,14.054,2020,Qtr 3,July,8
Philippines,22.686,2020,Qtr 3,July,9
Philippines,12.73,2020,Qtr 3,July,10
Philippines,10.586,2020,Qtr 3,July,11
Philippines,11.936,2020,Qtr 3,July,12
Philippines,18.589,2020,Qtr 3,July,13
Philippines,6.817,2020,Qtr 3,July,14
Philippines,4.919,2020,Qtr 3,July,15
Philippines,11.909,2020,Qtr 3,July,16
Philippines,22.048,2020,Qtr 3,July,17
Philippines,15.833,2020,Qtr 3,July,18
Philippines,21.016,2020,Qtr 3,July,19
Philippines,19.638,2020,Qtr 3,July,20
Philippines,13.159,2020,Qtr 3,July,21
Philippines,17.028,2020,Qtr 3,July,22
Philippines,13.734,2020,Qtr 3,July,23
Philippines,19.356,2020,Qtr 3,July,24
Philippines,18.744,2020,Qtr 3,July,25
Philippines,17.959,2020,Qtr 3,July,26
Philippines,18.58,2020,Qtr 3,July,27
Philippines,14.528,2020,Qtr 3,July,28
Philippines,14.902,2020,Qtr 3,July,29
Philippines,16.545,2020,Qtr 3,July,30
Philippines,35.481,2020,Qtr 3,July,31
Philippines,36.32,2020,Qtr 3,August,1
Philippines,44.515,2020,Qtr 3,August,2
Philippines,45.199,2020,Qtr 3,August,3
Philippines,28.7,2020,Qtr 3,August,4
Poland,0.026,2020,Qtr 1,March,4
Poland,0.106,2020,Qtr 1,March,7
Poland,0.026,2020,Qtr 1,March,8
Poland,0.132,2020,Qtr 1,March,9
Poland,0.159,2020,Qtr 1,March,10
Poland,0.132,2020,Qtr 1,March,11
Poland,0.238,2020,Qtr 1,March,12
Poland,0.476,2020,Qtr 1,March,13
Poland,0.502,2020,Qtr 1,March,14
Poland,0.951,2020,Qtr 1,March,15
Poland,0.555,2020,Qtr 1,March,16
Poland,1.374,2020,Qtr 1,March,17
Poland,1.612,2020,Qtr 1,March,18
Poland,1.295,2020,Qtr 1,March,19
